LIH;Lihue;US;22.100000381469727;-159.52999877929688
ITO;Hilo;US;19.719999313354492;-155.05999755859375
KOA;Kona;US;19.639999389648438;-156.0
OGG;Kahului;US;20.899999618530273;-156.42999267578125
